Index,Company,Product,Inches,Price_euros,SSD_Memory(GB),HDD_Memory(GB),Ram(GB),ScreenResolution(pixels),CPU_Type,CPU_Frequency(GHz),GPU_Type
513,Asus,ZenBook UX510UX-CN211T,15.6,1224.0,256,1024.0,8,1920x1080,Intel Core,2.7,Intel HD
514,Acer,Aspire A515-51G-59QF,15.6,613.0,0,1024.0,4,1920x1080,Intel Core,1.6,Nvidia GeForce
515,HP,Envy 13-AB002nv,13.3,1323.0,512,0,8,1920x1080,Intel Core,2.7,Intel HD
516,Lenovo,Legion Y520-15IKBN,15.6,1149.0,256,1024.0,8,1920x1080,Intel Core,2.8,Nvidia GeForce
517,Dell,XPS 13,13.3,899.0,128,0,8,1920x1080,Intel Core,2.5,Intel HD
518,Acer,Aspire A515-51G,15.6,639.0,0,500,4,1920x1080,Intel Core,2.7,Nvidia GeForce
519,Dell,Vostro 5568,15.6,836.0,0,1024.0,8,1920x1080,Intel Core,2.5,Intel HD
520,Dell,Inspiron 5570,15.6,1219.24,256,2048.0,16,1920x1080,Intel Core,1.8,AMD Radeon
521,Xiaomi,Mi Notebook,15.6,1399.95,256,0,16,1920x1080,Intel Core,1.8,Nvidia GeForce
523,HP,15-bs190od (i5-8250U/4GB/1TB/W10),15.6,521.47,0,1024.0,4,1366x768,Intel Core,1.6,Intel UHD
524,Asus,ROG Zephyrus,15.6,2968.0,512,0,24,1920x1080,Intel Core,2.8,Nvidia GeForce
525,HP,Probook 450,15.6,889.0,256,0,8,1920x1080,Intel Core,2.5,Nvidia GeForce
526,Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,17.3,1504.0,256,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
527,Lenovo,Legion Y720-15IKB,15.6,1399.0,256,1024.0,8,1920x1080,Intel Core,2.8,Nvidia GeForce
528,HP,Spectre X360,13.3,1399.0,256,0,8,1920x1080,Intel Core,2.7,Intel HD
529,Dell,Latitude 5480,14.0,1279.73,256,0,8,1920x1080,Intel Core,2.6,Intel HD
530,HP,ProBook 440,15.6,689.0,128,0,4,1366x768,Intel Core,2,Intel HD
531,Dell,Inspiron 5770,17.3,889.0,128,1024.0,8,1920x1080,Intel Core,1.6,AMD Radeon
532,Lenovo,ThinkPad L470,14.0,1340.0,256,0,8,1920x1080,Intel Core,2.3,Intel HD
533,Lenovo,IdeaPad 320-15IKB,15.6,799.0,0,1024.0,4,1920x1080,Intel Core,2.7,Nvidia GeForce
534,Lenovo,IdeaPad 320-15ISK,15.6,459.0,0,2048.0,8,1366x768,Intel Core,2,Nvidia GeForce
535,Dell,Inspiron 3567,15.6,585.0,0,500,4,1920x1080,Intel Core,2.5,AMD Radeon
536,Dell,Latitude 5580,15.6,1377.0,256,0,8,1920x1080,Intel Core,2.8,Intel HD
537,Dell,Alienware 17,17.3,3012.77,128,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
538,Toshiba,Satellite Pro,15.6,860.0,0,500,8,1920x1080,Intel Core,2.5,Intel HD
539,Asus,Zenbook UX510UW-FI095T,15.6,1299.0,256,1024.0,8,3840x2160,Intel Core,2.7,Nvidia GeForce
540,Mediacom,SmartBook Edge,13.3,369.0,32,0,4,1920x1080,Intel Celeron,1.1,Intel HD
541,Asus,ROG Strix,15.6,1649.0,128,1024.0,8,1920x1080,Intel Core,2.5,Nvidia GeForce
542,Dell,Latitude 5580,15.6,1369.0,256,0,8,1920x1080,Intel Core,2.8,Nvidia GeForce
543,Dell,Inspiron 5570,15.6,797.41,256,0,8,1920x1080,Intel Core,1.6,AMD Radeon
544,HP,250 G6,15.6,398.99,256,0,4,1920x1080,Intel Pentium,1.6,Intel HD
545,HP,Omen 15-ce006nv,17.3,1799.0,0,1024.0,12,1920x1080,Intel Core,2.8,Nvidia GeForce
546,Lenovo,Thinkpad E470,14.0,859.0,256,0,8,1920x1080,Intel Core,2.7,Nvidia GeForce
547,Dell,XPS 13,13.3,1399.0,256,0,8,3200x1800,Intel Core,1.8,Intel UHD
548,Dell,Vostro 5468,14.0,735.87,128,0,4,1920x1080,Intel Core,2,Intel HD
549,HP,Envy 13-AB020nr,13.3,1145.0,256,0,8,3200x1800,Intel Core,2.7,Intel HD
550,Acer,Aspire 7,15.6,798.0,0,1024.0,8,1920x1080,Intel Core,2.5,Nvidia GeForce
551,Asus,VivoBook X540YA-XX519T,15.6,349.0,0,500,4,1366x768,AMD E-Series,1.8,AMD Radeon
552,HP,ProBook 450,15.6,705.5,128,0,4,1920x1080,Intel Core,2.4,Intel HD
553,Lenovo,ThinkPad E470,14.0,785.0,0,500,4,1920x1080,Intel Core,2.5,Intel HD
554,Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,15.6,462.35,0,1024.0,4,1920x1080,Intel Core,2.3,Intel HD
555,HP,250 G6,15.6,397.0,0,500,4,1920x1080,Intel Core,2,Intel HD
556,Lenovo,ThinkPad T570,15.6,1729.0,512,0,8,1920x1080,Intel Core,2.7,Intel HD
557,Lenovo,IdeaPad 320-15ISK,15.6,499.0,128,0,4,1920x1080,Intel Core,2,Intel HD
558,Dell,Latitude 5580,15.6,1116.99,256,0,8,1920x1080,Intel Core,2.5,Intel HD
559,Dell,Alienware 17,17.3,2699.0,256,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
560,HP,17-X047na (i3-6006U/8GB/1TB/W10),17.3,544.15,0,1024.0,8,1600x900,Intel Core,2,Intel HD
561,HP,ProBook 470,17.3,1280.0,0,1024.0,8,1920x1080,Intel Core,2.7,Nvidia GeForce
562,Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),15.6,224.0,0,500,4,1366x768,Intel Celeron,1.1,Intel HD
564,Lenovo,IdeaPad 320-17IKB,17.3,949.0,128,1024.0,6,1600x900,Intel Core,2.7,Nvidia GeForce
565,HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,15.6,568.9,128,0,6,1920x1080,AMD A10-Series,2.5,AMD Radeon
566,Dell,Vostro 3568,15.6,617.9,0,1024.0,4,1366x768,Intel Core,2,AMD Radeon
568,Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),15.6,630.0,128,0,4,1920x1080,Intel Core,2.7,Intel HD
569,HP,EliteBook 1030,13.3,1965.0,512,0,16,3200x1800,Intel Core,1.2,Intel HD
570,Lenovo,Thinkpad P71,17.3,2999.0,256,0,8,1920x1080,Intel Core,2.8,Nvidia Quadro
571,Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,15.6,839.0,128,1024.0,8,1920x1080,Intel Core,2.5,Nvidia GeForce
572,Dell,XPS 13,13.3,1599.0,128,0,8,3840x2160,Intel Core,1.6,Intel UHD
573,Dell,Latitude 5580,15.6,959.0,0,500,4,1366x768,Intel Core,2.6,Intel HD
574,Fujitsu,Lifebook A557,15.6,739.0,0,1024.0,8,1366x768,Intel Core,2.5,Intel HD
575,Lenovo,IdeaPad 320-15IAP,15.6,344.0,0,500,4,1920x1080,Intel Pentium,1.1,Intel HD
576,Lenovo,ThinkPad L470,14.0,990.0,0,500,4,1366x768,Intel Core,2.5,Intel HD
577,HP,ZBook 17,17.3,1860.99,0,500,8,1600x900,Intel Core,2.8,Nvidia Quadro
578,HP,14-am079na (N3710/8GB/2TB/W10),14.0,389.0,0,2048.0,8,1366x768,Intel Pentium,1.6,Intel HD
579,HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,15.6,649.0,256,0,6,1920x1080,AMD A9-Series,3,AMD Radeon
580,Lenovo,Thinkpad E570,15.6,830.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
581,Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),15.6,685.0,0,500,4,1920x1080,Intel Core,1.6,Intel HD
582,Mediacom,SmartBook 141,14.0,249.0,32,0,4,1920x1080,Intel Atom,1.44,Intel HD
583,Toshiba,Tecra X40-D-10H,14.0,1865.0,512,0,16,1920x1080,Intel Core,2.7,Intel HD
584,Lenovo,IdeaPad Y910-17ISK,17.3,2663.0,256,1024.0,32,1920x1080,Intel Core,2.7,Nvidia GeForce
585,MSI,GT73VR Titan,17.3,2729.0,512,1024.0,16,1920x1080,Intel Core,2.9,Nvidia GeForce
586,Dell,Inspiron 3567,15.6,749.01,256,0,8,1920x1080,Intel Core,2.7,AMD Radeon
587,Mediacom,SmartBook Edge,14.0,389.0,32,0,4,1920x1080,Intel Celeron,1.1,Intel HD
588,Dell,Latitude 5580,15.6,1008.52,0,500,8,1366x768,Intel Core,2.6,Intel HD
589,HP,ProBook 430,13.3,719.0,128,0,4,1920x1080,Intel Core,2.4,Intel HD
590,Dell,Latitude 5580,15.6,1537.39,256,0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
592,MSI,GT80S 6QE,17.3,2349.0,128,1024.0,16,1920x1080,Intel Core,2.7,Nvidia GeForce
593,HP,Omen 17-AN010nv,17.3,1498.0,256,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
594,Lenovo,Thinkpad T460s,14.0,1673.0,256,0,12,1920x1080,Intel Core,2.6,Intel HD
595,Lenovo,Ideapad 320-15IKBR,15.6,609.0,0,1024.0,12,1366x768,Intel Core,1.8,Intel HD
596,Asus,ROG Strix,17.3,1770.0,128,1024.0,8,1920x1080,Intel Core,2.5,Nvidia GeForce
597,Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),15.6,739.0,0,1024.0,8,1366x768,Intel Core,2.5,Intel HD
598,Lenovo,IdeaPad 320-15ABR,15.6,949.0,512,0,12,1920x1080,AMD A12-Series,3.6,AMD Radeon
599,Dell,Inspiron 3179,11.6,603.0,128,0,4,1366x768,Intel Core,1.0,Intel HD
600,Samsung,Notebook Odyssey,15.6,1699.0,128,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
601,Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,17.3,529.0,0,500,4,1920x1080,Intel Core,2,Intel HD
602,Lenovo,IdeaPad 110-15ISK,15.6,459.0,0,1024.0,8,1366x768,Intel Core,2.3,Intel HD
603,Lenovo,ThinkPad Yoga,13.3,2025.0,512,0,8,1920x1080,Intel Core,2.7,Intel HD
604,Lenovo,Thinkpad T470p,14.0,1474.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
605,Dell,Latitude 5289,12.5,1670.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
606,Dell,Precision 3520,15.6,1763.0,256,0,8,1920x1080,Intel Core,2.8,Nvidia Quadro
607,HP,EliteBook 850,15.6,1219.0,256,0,8,1920x1080,Intel Core,2.7,Intel HD
608,HP,ProBook 450,15.6,668.48,0,500,4,1366x768,Intel Core,2.4,Intel HD
610,MSI,Laptop MSI,17.3,2199.0,128,1024.0,16,1920x1080,Intel Core,2.7,Nvidia GeForce
611,Dell,Vostro 3568,15.6,465.0,0,1024.0,4,1366x768,Intel Core,2,AMD Radeon
612,MSI,GS63VR 7RF,15.6,2299.0,256,2048.0,16,3840x2160,Intel Core,2.8,Nvidia GeForce
613,Toshiba,Tecra Z50-C-144,15.6,1399.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
614,Lenovo,IdeaPad 310-15IKB,15.6,564.0,0,1024.0,6,1920x1080,Intel Core,2.5,Intel HD
615,Lenovo,Yoga 720-15IKB,15.6,1299.0,256,0,8,1920x1080,Intel Core,2.8,Intel HD
617,Lenovo,Thinkpad P51,15.6,4899.0,1024.0,0,32,3840x2160,Intel Xeon,3.1,Nvidia Quadro
618,Dell,Inspiron 7559,15.6,879.01,0,1024.0,16,1920x1080,Intel Core,2.6,Nvidia GeForce
619,Dell,Vostro 3568,15.6,443.9,0,1024.0,4,1366x768,Intel Core,2.0,Intel HD
620,Dell,Inspiron 3567,15.6,359.0,0,1024.0,4,1366x768,Intel Core,2.0,Intel HD
621,Dell,Latitude 5580,15.6,869.0,0,500,4,1366x768,Intel Core,2.6,Intel HD
622,Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,17.3,1168.0,128,1024.0,8,1920x1080,Intel Core,2.8,Nvidia GeForce
623,Dell,Vostro 3568,15.6,569.0,128,0,4,1920x1080,Intel Core,2.5,AMD Radeon
624,HP,EliteBook 850,15.6,1389.0,512,0,8,1920x1080,Intel Core,2.7,Intel HD
625,MSI,GT62VR 7RE,15.6,2267.86,256,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
627,HP,ProBook 650,14.0,1124.0,256,0,8,1366x768,Intel Core,2.6,Intel HD
628,Lenovo,ThinkPad T470,14.0,1465.0,256,0,8,1920x1080,Intel Core,2.3,Intel HD
629,Dell,Inspiron 5570,15.6,776.0,0,1024.0,4,1920x1080,Intel Core,1.6,AMD Radeon
630,Fujitsu,LifeBook A557,15.6,799.0,256,0,8,1366x768,Intel Core,2.5,Intel HD
631,HP,EliteBook 850,15.6,932.0,0,500,4,1366x768,Intel Core,2.3,Intel HD
632,Lenovo,IdeaPad 320-15IKB,15.6,899.0,0,1024.0,8,1920x1080,Intel Core,2.7,Nvidia GeForce
634,Lenovo,IdeaPad 320-15IKBN,15.6,468.0,128,0,4,1920x1080,Intel Core,2.5,Intel HD
635,Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),13.3,639.01,0,1024.0,6,1920x1080,Intel Core,2.5,Intel HD
636,Dell,XPS 15,15.6,1820.0,256,0,8,1920x1080,Intel Core,2.8,Nvidia GeForce
637,Asus,ZenBook 3,14.0,1900.0,512,0,16,1920x1080,Intel Core,2.7,Intel HD
639,Dell,Inspiron 7567,15.6,1479.0,256,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
640,Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),15.6,829.0,256,0,4,1920x1080,Intel Core,1.6,Intel UHD
641,Lenovo,Ideapad 320-15ISK,15.6,579.0,0,1024.0,4,1920x1080,Intel Core,2,Nvidia GeForce
642,Asus,X541NA-GO414T (N3350/8GB/1TB/W10),15.6,399.0,0,1024.0,8,1366x768,Intel Celeron,1.1,Intel HD
643,Asus,VivoBook Pro,15.6,906.62,0,1024.0,8,1920x1080,Intel Core,2.5,Nvidia GeForce
644,Dell,XPS 13,13.3,1869.0,256,0,8,3200x1800,Intel Core,1.6,Intel UHD
646,Lenovo,Thinkpad Yoga,13.3,1757.42,256,0,8,1920x1080,Intel Core,2.7,Intel HD
647,Dell,XPS 15,15.6,2399.0,1024.0,0,16,3840x2160,Intel Core,2.8,Nvidia GeForce
648,Lenovo,Legion Y520-15IKBN,15.6,1109.0,128,1024.0,8,1920x1080,Intel Core,2.8,Nvidia GeForce
649,HP,17-AK091ND (A9-9420/8GB/1TB/W10),17.0,520.9,0,1024.0,8,1600x900,AMD A9-Series,3,AMD Radeon
650,Lenovo,ThinkPad X1,14.0,2450.0,512,0,16,1920x1080,Intel Core,2.7,Intel HD
651,Asus,ROG GL553VE-FY022,15.6,1169.0,0,1024.0,8,1920x1080,Intel Core,2.8,Nvidia GeForce
652,Acer,Extensa EX2540,15.6,450.0,0,500,4,1366x768,Intel Core,2,Intel HD
654,Acer,Swift 3,14.0,919.0,256,0,8,1920x1080,Intel Core,2.5,Intel Graphics
655,Razer,Blade Pro,14.0,2599.0,256,0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
656,Toshiba,Portege Z30-C-16J,13.3,1213.0,256,0,8,1920x1080,Intel Core,2.3,Intel HD
657,Lenovo,Thinkpad X270,12.5,1584.0,256,0,8,1920x1080,Intel Core,2.7,Intel HD
658,Asus,ROG G701VI,17.3,2799.0,512,0,32,1920x1080,Intel Core,2.7,Nvidia GeForce
659,Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,15.6,709.0,0,1024.0,8,1920x1080,Intel Core,2.5,Nvidia GeForce
660,Dell,XPS 13,13.3,1449.9,256,0,8,1920x1080,Intel Core,1.6,Intel UHD
661,MSI,GL62M 7REX,15.6,1191.8,128,1024.0,8,1920x1080,Intel Core,2.8,Nvidia GeForce
662,HP,250 G6,15.6,364.9,0,500,4,1366x768,Intel Core,2,Intel HD
663,Toshiba,Tecra A50-D-11M,15.6,1064.0,0,500,8,1920x1080,Intel Core,2.5,Intel HD
664,Dell,Inspiron 5570,15.6,919.0,256,0,8,1920x1080,Intel Core,1.8,AMD Radeon
665,Dell,Inspiron 5570,15.6,1135.0,256,2048.0,16,1920x1080,Intel Core,1.8,AMD Radeon
666,Lenovo,IdeaPad Y700-15ISK,15.6,1196.0,128,1024.0,8,1920x1080,Intel Core,2.6,Nvidia GeForce
667,Dell,Alienware 17,17.3,3147.37,512,1024.0,32,3840x2160,Intel Core,2.8,Nvidia GeForce
668,Dell,Latitude E7470,14.0,1229.0,256,0,8,1920x1080,Intel Core,2.4,Intel HD
669,Lenovo,Ideapad 320-15IAP,15.6,419.0,0,500,4,1366x768,Intel Celeron,1.1,Intel HD
670,Lenovo,IdeaPad 320-15ISK,15.6,535.0,0,500,4,1920x1080,Intel Core,2.3,Intel HD
671,HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,15.6,539.0,0,1024.0,6,1920x1080,Intel Core,2,AMD Radeon
672,MSI,GP72VR Leopard,17.3,1486.77,128,1024.0,8,1920x1080,Intel Core,2.8,Nvidia GeForce
673,Toshiba,Satellite Pro,15.6,498.0,128,0,4,1366x768,Intel Core,2.1,Intel HD
674,Dell,Latitude 3580,15.6,955.0,0,1024.0,8,1920x1080,Intel Core,2.5,Intel HD
675,HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,15.6,745.0,0,1024.0,8,1920x1080,Intel Core,2.7,AMD Radeon
676,Toshiba,Tecra Z50-D-10E,15.6,1258.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
677,Acer,Aspire 3,15.6,412.0,128,0,4,1366x768,Intel Core,2,Intel HD
678,Microsoft,Surface Laptop,13.5,1867.85,256,0,8,2256x1504,Intel Core,2.8,Intel Iris
679,Lenovo,V310-15ISK (i5-7200U/8GB/1TB,15.6,817.95,128,1024.0,8,1920x1080,Intel Core,2.5,AMD Radeon
680,Lenovo,Yoga 720-13IKB,13.3,1034.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
681,Lenovo,IdeaPad 320-15AST,15.6,349.0,128,0,4,1366x768,AMD E-Series,2.2,AMD Radeon
682,HP,Pavilion X360,14.0,699.0,128,0,4,1920x1080,Intel Core,2.4,Nvidia GeForce
683,MSI,GP62 7RDX,15.6,1294.0,256,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
684,Asus,Zenbook 3,14.0,1135.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
686,LG,Gram 15Z975,15.6,2299.0,512,0,8,1920x1080,Intel Core,1.8,Intel HD
687,Acer,Aspire VX5-591G,15.6,1299.0,256,0,16,1920x1080,Intel Core,2.5,Nvidia GeForce
688,MSI,GV62M 7RD,15.6,997.9,256,0,8,1920x1080,Intel Core,2.5,Nvidia GeForce
689,Asus,L502NA-GO052T (N3350/4GB/128GB/W10),15.6,419.0,128,0,4,1366x768,Intel Celeron,1.1,Intel HD
690,Dell,Alienware 15,15.6,2051.0,128,1024.0,16,1920x1080,Intel Core,2.5,Nvidia GeForce
691,HP,17-bs000nv I3,17.3,699.0,256,0,4,1920x1080,Intel Core,2,AMD Radeon
692,Lenovo,Yoga 730,13.3,1499.0,512,0,8,1920x1080,Intel Core,1.8,Intel UHD
693,Dell,Alienware 15,15.6,2813.75,256,1024.0,16,1920x1080,Intel Core,2.9,Nvidia GeForce
694,HP,250 G6,15.6,612.61,0,500,4,1366x768,Intel Core,2.5,AMD Radeon
695,Dell,Inspiron 3567,15.6,545.67,0,1024.0,4,1366x768,Intel Core,2,AMD Radeon
696,HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,17.3,569.0,0,2048.0,6,1920x1080,AMD A10-Series,2.4,AMD Radeon
697,Lenovo,V110-15ISK (3855U/4GB/500GB/W10),15.6,318.0,0,500,4,1366x768,Intel Celeron,1.6,Intel HD
699,Lenovo,IdeaPad 520s-14IKB,14.0,699.0,256,0,4,1920x1080,Intel Core,2.5,Intel HD
700,HP,ZBook 17,17.3,1907.99,0,500,8,1920x1080,Intel Core,2.8,Nvidia Quadro
701,Lenovo,ThinkPad X1,14.0,2590.0,256,0,8,2560x1440,Intel Core,2.7,Intel HD
702,Toshiba,Satellite Pro,13.3,973.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
704,Lenovo,Yoga 910-13IKB,14.0,1749.0,512,0,16,1920x1080,Intel Core,2.7,Intel HD
706,Toshiba,Portege Z30T-C-133,13.3,1877.0,512,0,16,1920x1080,Intel Core,2.5,Intel HD
707,HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,15.6,689.0,0,500,4,1920x1080,Intel Core,2.7,AMD Radeon
708,Dell,Inspiron 5577,15.6,819.0,0,1024.0,8,1920x1080,Intel Core,2.5,Nvidia GeForce
709,Lenovo,IdeaPad 320-15AST,15.6,399.0,256,0,4,1920x1080,AMD A9-Series,2.9,AMD Radeon
710,Lenovo,IdeaPad 320-15ABR,15.6,429.0,0,1024.0,8,1366x768,AMD A12-Series,3.6,AMD Radeon
711,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),15.6,621.45,0,1024.0,4,1920x1080,Intel Core,2.5,Intel HD
712,Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,15.6,450.0,0,500,4,1366x768,Intel Core,2,Intel HD
713,Dell,Vostro 5568,15.6,795.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
714,Acer,Spin 5,13.3,999.0,256,0,8,1920x1080,Intel Core,1.6,Intel UHD
715,Lenovo,ThinkPad P51s,15.6,1855.0,512,0,16,1920x1080,Intel Core,2.5,Nvidia Quadro
716,Lenovo,Thinkpad T460p,14.0,1191.0,256,0,8,1920x1080,Intel Core,2.3,Intel HD
717,HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,17.3,655.01,0,2048.0,6,1920x1080,AMD A10-Series,2.5,AMD Radeon
718,Lenovo,Legion Y520-15IKBN,15.6,1249.0,128,1024.0,8,1920x1080,Intel Core,2.8,Nvidia GeForce
719,Dell,Latitude 5480,14.0,1089.0,256,0,8,1920x1080,Intel Core,2.8,Nvidia GeForce
720,Dell,Vostro 5568,15.6,726.0,0,1024.0,8,1920x1080,Intel Core,2.5,Intel HD
722,Dell,Latitude 5580,15.6,1426.66,512,0,16,1920x1080,Intel Core,2.6,Intel HD
723,Lenovo,Thinkpad E470,14.0,857.07,256,0,8,1920x1080,Intel Core,2.5,Nvidia GeForce
724,Dell,Latitude 5580,15.6,1179.0,256,0,8,1920x1080,Intel Core,2.6,Intel HD
725,Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),15.6,298.0,0,500,4,1366x768,AMD A6-Series,2,AMD Radeon
726,Mediacom,Smartbook 142,14.0,265.0,0,32,4,1920x1200,Intel Atom,1.92,Intel HD
727,HP,ProBook 470,17.3,1200.0,256,0,8,1920x1080,Intel Core,2.7,Nvidia GeForce
728,Lenovo,ThinkPad X1,14.0,1686.64,512,0,8,2560x1440,Intel Core,2.5,Intel HD
729,HP,Pavilion X360,13.3,836.6,256,0,8,1366x768,Intel Core,2.5,Intel HD
730,Lenovo,ThinkPad T470s,14.0,1499.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
731,Dell,Alienware 17,17.3,3659.4,1024.0,1024.0,32,3840x2160,Intel Core,2.8,Nvidia GeForce
732,MSI,GL72M 7REX,17.3,1348.48,128,1024.0,8,1920x1080,Intel Core,2.8,Nvidia GeForce
733,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,15.6,489.9,0,1024.0,4,1366x768,Intel Core,2.5,Intel HD
734,Dell,Inspiron 5570,15.6,719.0,128,1024.0,8,1920x1080,Intel Core,1.6,AMD Radeon
735,Dell,Inspiron 5378,13.3,649.0,0,1024.0,4,1920x1080,Intel Core,2.4,Intel HD
736,Dell,Inspiron 5567,15.6,589.52,0,1024.0,8,1366x768,Intel Core,2.5,AMD Radeon
737,HP,15-BW037na (A9-9420/4GB/1TB/Radeon,15.6,489.0,0,1024.0,4,1920x1080,AMD A9-Series,3,AMD Radeon
738,Acer,Predator 17,17.3,1935.0,128,1024.0,16,1920x1080,Intel Core,2.6,Nvidia GeForce
739,Dell,Inspiron 3567,15.6,649.0,0,1024.0,12,1366x768,Intel Core,2.5,Intel HD
740,HP,15-BW091ND (A9-9420/6GB/1TB,15.6,650.0,128,1024.0,6,1920x1080,AMD A9-Series,3,AMD Radeon
741,Acer,Extensa EX2540-58KR,15.6,559.0,0,500,4,1366x768,Intel Core,2.5,Intel HD
742,Lenovo,ThinkPad 13,13.3,960.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
743,Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),15.6,779.0,0,1024.0,4,1920x1080,Intel Core,2.7,Intel HD
744,HP,ZBook 15,15.6,2419.0,256,0,16,1920x1080,Intel Core,2.8,Nvidia Quadro
745,Dell,Inspiron 5379,13.3,659.0,0,1024.0,8,1920x1080,Intel Core,1.6,Intel UHD
746,MSI,GS63VR 7RF,15.6,2094.48,256,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
747,Acer,Aspire ES1-572,15.6,410.8,0,500,4,1366x768,Intel Core,2,Intel HD
748,Dell,Inspiron 7560,15.6,1207.0,128,1024.0,8,1920x1080,Intel Core,2.7,Nvidia GeForce
749,Dell,Vostro 3568,15.6,665.0,256,0,8,1366x768,Intel Core,2,Intel HD
750,Toshiba,Tecra X40-D-10G,14.0,1535.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
751,Lenovo,Flex 5,14.0,999.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
752,Lenovo,Thinkpad P51s,15.6,3299.0,1024.0,0,16,3840x2160,Intel Core,2.8,Nvidia Quadro
754,Samsung,Notebook 9,13.3,1649.0,256,0,16,1920x1080,Intel Core,2.7,Intel HD
755,HP,250 G6,15.6,539.0,256,0,8,1920x1080,Intel Core,2,Intel HD
757,Dell,Latitude 5480,14.0,1126.71,256,0,8,1366x768,Intel Core,2.5,Intel HD
758,HP,Zbook 17,17.3,4389.0,256,0,16,1920x1080,Intel Xeon,2.9,Nvidia Quadro
759,Lenovo,N23 (N3060/4GB/128GB/W10),11.6,475.0,128,0,4,1366x768,Intel Celeron,1.6,Intel HD
760,HP,EliteBook 850,15.6,1900.0,256,0,8,1920x1080,Intel Core,2.4,Intel HD
761,Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,15.6,579.0,0,1024.0,4,1366x768,Intel Core,2.3,Nvidia GeForce
762,Lenovo,Thinkpad T460,14.0,1096.0,180,0,4,1920x1080,Intel Core,2.3,Intel HD
763,Asus,Pro P2540UA-XO0192R,15.6,849.9,256,0,4,1366x768,Intel Core,2.7,Intel HD
764,Lenovo,Yoga 900-13ISK,13.3,1199.0,256,0,8,3200x1800,Intel Core,1.8,Intel HD
765,HP,15-cb003na (i5-7300HQ/8GB/1TB,15.6,1099.0,128,1024.0,8,1920x1080,Intel Core,2.5,Nvidia GeForce
766,HP,ZBook 15,15.6,1561.0,256,0,8,1920x1080,Intel Core,2.6,Nvidia Quadro
767,Dell,Alienware 17,15.6,2868.99,256,1024.0,16,3840x2160,Intel Core,2.8,Nvidia GeForce
768,Acer,Aspire 3,15.6,599.0,256,0,4,1366x768,Intel Core,2.5,Intel HD
769,Lenovo,Legion Y520-15IKBN,15.6,1048.0,128,1024.0,8,1920x1080,Intel Core,2.8,Nvidia GeForce
770,Dell,Latitude 7280,12.5,1859.0,256,0,16,1920x1080,Intel Core,2.8,Intel HD
771,Google,Pixelbook (Core,12.3,1559.0,256,0,8,2400x1600,Intel Core,1.2,Intel HD
